4247,22705
4247,398181
4247,339692
4247,238636
260514,258509
260514,9986
260514,9447
260514,9598
391713,376660
391713,10818
391713,84892
391713,398818
391713,376867
489929,44125
489929,346364
489929,329865
489929,339846
489929,372058
106646,261023
106646,4771
106646,769
106646,339692
106646,400535
4944,50546
4944,1586
4944,11588
4944,332872
4944,455565
278154,17610
278154,49519
278154,18905
227159,8067
227159,483
227159,562
227159,1571
227159,769
196867,11224
196867,150689
196867,224141
196867,9325
196867,342473
223702,179144
223702,8363
223702,12593
223702,195589
223702,9986
76492,129
76492,675
76492,767
76492,671
296099,135397
296099,11153
296099,19908
296099,329
296099,1541
43074,620
43074,4011
43074,91586
43074,416234
43074,122
257445,767
257445,671
257445,674
257445,675
257445,411
787,249070
787,956
787,101
787,390043
787,156022
109414,179144
109414,627
109414,397422
109414,8363
109414,935
454619,3134
454619,357096
454619,281957
454619,156022
454619,238636
364689,6477
364689,1265
364689,9986
364689,25475
10735,634
10735,9813
10735,296096
13374,449176
13374,9472
13374,18126
13374,1124
13374,73
57800,425
57800,30505
57800,17610
57800,10567
57800,18905
487702,10625
487702,272693
487702,19840
487702,37725
487702,9880
371638,8966
371638,769
371638,424
371638,9880
371638,84892
171274,769
171274,403
171274,9880
171274,8966
171274,222935
542437,34509
542437,333103
542437,444705
542437,416477
542437,487063
301337,604
301337,605
301337,335984
301337,500664
301337,9739
9339,924
9339,82703
9339,1597
9339,264644
9339,334
290250,2275
290250,4771
290250,807
290250,395990
290250,171274
10527,9732
10527,11430
10527,9904
10527,8393
10527,363676
256961,324668
256961,298
256961,11078
256961,646
256961,18785
390043,245891
390043,249070
390043,59967
390043,156022
22970,460885
22970,11298
22970,98568
22970,298584
22970,17609
810,10191
810,809
810,808
810,71805
810,10882
71552,1440
71552,843
71552,14
71552,787
71552,112160
1593,351286
1593,135397
1593,105864
1593,88751
818,817
818,955
818,608
818,343668
818,954
140300,808
140300,10191
140300,10140
140300,809
9928,198184
9928,2048
9928,157336
9928,87101
9928,644
426030,646
426030,657
426030,708
426030,667
426030,668
4638,984
4638,4771
4638,13820
4638,429733
4638,2142
41630,55721
41630,862
41630,13
41630,397422
41630,68718
502422,157336
502422,21385
502422,10144
502422,326359
502422,20722
8355,351286
8355,329
8355,105864
8355,135397
8355,88751
120467,539
120467,311
120467,97630
120467,843
120467,3021
11130,400617
11130,13
11130,370663
11130,787
11130,812
22794,109451
22794,411
22794,105
22794,407451
22794,406997
210860,281957
210860,336843
210860,101299
210860,671
210860,674
46195,172385
46195,278927
46195,9325
46195,14873
46195,15969
50544,13523
50544,862
50544,19913
50544,38
50544,1903
8961,306
8961,96
8961,9737
8961,562
8961,1572
324849,141052
324849,1924
324849,1452
324849,8536
324849,9531
7326,449176
7326,2108
7326,9880
7326,315635
7326,15144
425980,402897
425980,14
425980,109414
425980,1359
425980,935
809,10882
809,150689
809,10140
11430,150689
11430,9732
11430,810
11430,606
418827,53932
418827,796
418827,405817
418827,345
418827,28468
41154,348
41154,601
41154,607
41154,608
41154,602
7443,1368
7443,1635
7443,107846
7443,708
7443,1701
193893,473149
193893,3580
193893,4771
193893,86838
193893,11423
2770,17899
2770,179144
2770,8363
2770,22705
2770,106646
353616,254470
353616,114150
353616,354912
353616,335797
353616,332562
203801,27576
203801,691
203801,954
203801,37724
203801,206647
10555,109445
10555,578
10555,297762
9982,348
9982,602
9982,607
9982,608
9982,601
38055,787
38055,9806
38055,127380
38055,809
38055,155
4258,957
4258,3034
4258,808
4258,762
4258,813
49013,920
49013,270946
49013,585
49013,12
49013,335797
228161,348
228161,157336
228161,126889
228161,19995
228161,286217
5559,813
5559,744
5559,87502
5559,10776
5559,676
14306,13
14306,179144
14306,449176
14306,272693
14306,101299
356305,18885
356305,16314
356305,40508
356305,49519
356305,272
747,935
747,19908
747,68
747,762
747,170
238713,954
238713,818
238713,955
238713,302699
238713,27576
431530,11395
431530,13673
431530,10872
431530,10147
431530,8871
634,1581
634,668
634,118
634,14
37834,954
37834,646
37834,9737
37834,37724
37834,47971
88751,351286
88751,122
88751,411
88751,10140
88751,671
4380,4507
4380,28468
4380,638
4380,843
4380,27066
100042,290762
100042,44564
100042,862
100042,920
100042,13
22705,27066
22705,14174
22705,1259
22705,28468
22705,263472
10184,8390
10184,38
10184,261470
10184,290762
10184,812
116745,578
116745,403119
116745,1907
116745,438970
116745,580
364433,141052
364433,155
364433,49521
364433,1924
364433,1452
80321,10527
80321,270946
80321,10258
80321,9836
80321,953
18240,9813
18240,11631
18240,437557
18240,35
18240,5915
11688,10144
11688,809
11688,10882
11688,810
11688,10020
9408,1089
9408,551
9408,11857
9408,12486
9408,10961
114150,460019
114150,368031
114150,290762
114150,122081
112160,14
112160,449176
112160,53932
112160,117486
112160,86331
10192,808
10192,809
10192,810
10192,10882
10192,38319
7453,299687
7453,336843
7453,101299
7453,126889
7453,644
200727,51828
200727,449176
200727,281957
200727,417678
200727,11121
9023,326359
9023,13933
9023,145316
9023,504492
9023,194079
174321,89185
174321,9880
174321,449176
174321,10625
174321,325189
35,13
35,398818
35,5915
35,122906
35,421
502682,451480
502682,5951
502682,448514
502682,125255
9471,646
9471,667
9471,954
9471,955
9471,956
10661,612
10661,433627
10661,399248
10661,8885
10661,117486
511785,449176
511785,400547
511785,376867
511785,184352
511785,11000
10022,260513
10022,329865
10022,16577
10022,375366
10022,88042
463053,364689
463053,627
463053,62211
463053,188222
463053,140
18360,1593
18360,863
18360,181533
18360,44826
18360,38055
438970,205321
438970,578
438970,435
438970,580
438970,813
381341,1024
381341,24420
381341,290762
381341,1259
381341,44564
400928,10830
400928,52449
400928,103663
400928,437670
400928,233063
10096,258480
10096,26973
10096,772
10096,33542
10096,688
302699,954
302699,27576
302699,691
302699,213
302699,646
25195,50124
25195,712
25195,24
25195,6557
25195,1979
122906,13
122906,141
122906,72105
122906,118
205321,101299
205321,1979
205321,578
205321,562
205321,1572
8363,17899
8363,449176
8363,179144
8363,15144
8363,376660
4256,40264
4256,5060
4256,3034
4256,4258
4256,378991
376659,179144
376659,225886
376659,8363
376659,22152
376659,290762
22538,359784
22538,16129
22538,9958
22538,49332
22538,42542
188222,862
188222,179144
188222,109414
188222,68718
188222,627
172385,390062
172385,314095
172385,258489
172385,9360
436931,81
436931,12429
436931,372058
436931,601
436931,128
136400,272
136400,155
136400,1724
136400,299536
136400,297762
77931,812
77931,9479
77931,38757
77931,920
77931,10193
19908,336843
19908,170
19908,72190
19908,82654
19908,1562
10315,281957
10315,467938
10315,956
10315,101
454283,16314
454283,105
454283,18885
454283,1562
454283,1726
10625,89185
10625,272693
10625,37725
10625,9880
10625,449176
291870,50124
291870,712
291870,24
291870,6557
291870,10330
211672,366141
211672,20352
211672,93456
211672,324852
211672,350
342473,10545
342473,9325
325189,11887
325189,9880
325189,272693
325189,2105
325189,449176
27022,808
27022,10882
27022,671
27022,672
27022,675
11199,9659
11199,923
11199,9285
11199,21338
11199,42725
39514,254904
39514,954
39514,955
39514,137094
39514,238713
399796,49519
399796,325133
399796,12429
399796,13969
399796,8277
112205,238
112205,1422
112205,707
112205,8195
112205,154400
228967,954
228967,955
228967,137094
228967,254904
228967,429351
339404,18885
339404,1124
339404,272
339404,105
487063,812
487063,270946
487063,444705
487063,23483
487063,416477
397422,521
397422,68718
397422,862
397422,13
397422,346364
64688,193893
64688,187017
64688,11423
64688,75780
64688,1422
19913,862
19913,398818
19913,38
19913,521
195589,179144
195589,325133
195589,8363
195589,376659
195589,109414
227973,49521
227973,209112
227973,141052
227973,99861
227973,297762
318846,106646
318846,769
318846,424
318846,316029
318846,324786
4327,11841
4327,24
4327,9502
4327,9053
4327,604
112200,384677
112200,227159
112200,76025
112200,544
112200,249397
505906,20943
505906,13969
505906,5966
505906,6877
505906,390043
346648,411
346648,278927
346648,2454
346648,281957
346648,12155
228165,11836
228165,489929
228165,205775
228165,2756
228165,9804
399170,949
399170,298
399170,339403
399170,395990
399170,12208
179144,12271
179144,627
179144,11801
59436,333339
59436,8966
59436,50619
59436,32657
59436,12155
339967,458737
339967,927
339967,588
339967,51876
339967,262841
8584,808
8584,281957
8584,581
8584,809
8584,10020
392,11631
392,745
392,2539
392,601
392,111
49519,12429
49519,98
49519,8392
35019,11631
35019,12155
35019,8966
35019,10830
35019,297762
10947,11887
10947,13649
10947,4951
10947,9880
412988,927
412988,11176
412988,14900
412988,11899
412988,64328
11836,173
11836,166426
11836,1865
11836,10865
427214,389015
427214,266856
427214,45317
427214,316029
427214,769
253235,101
253235,403
253235,9880
253235,445571
253235,454619
153518,338970
153518,9986
153518,12599
153518,9447
153518,9488
3172,10734
3172,278
3172,107846
3172,1368
3172,1701
10591,10625
10591,272693
10591,19840
10591,37725
10591,9880
12242,224141
12242,1368
12242,812
12242,10193
12242,8587
9870,652
9870,179144
9870,271718
9870,65057
9870,4964
449749,9769
449749,400928
449749,103663
449749,437670
449749,233063
254320,119450
254320,782
254320,63
254320,280
254320,76341
1268,9479
1268,1281
1268,1581
1268,8871
1268,17979
107985,14161
107985,274855
107985,475210
107985,109414
107985,174188
80585,449176
80585,325189
80585,10947
80585,4951
80585,9880
51540,398181
51540,557
51540,64685
51540,45269
51540,7485
50646,8390
50646,1656
50646,10641
50646,111969
50646,11854
1597,956
1597,170
1597,138103
1597,74
138832,4771
138832,339692
138832,429733
138832,273481
138832,398181
9398,329833
9398,16367
9398,2760
9398,313347
9398,327081
34544,10782
34544,6973
34544,857
34544,5353
34544,616
518452,273153
518452,370663
518452,11631
518452,437557
518452,502422
170687,387592
170687,411
170687,2454
170687,281957
170687,118
151960,62211
151960,116149
151960,9988
151960,377878
151960,19789
7518,281957
7518,11886
7518,10010
7518,7484
7518,10808
10189,11282
10189,883
10189,13342
10189,9490
10189,9388
252838,712
252838,6557
252838,193893
252838,50124
252838,24
8699,109443
8699,358761
416477,241239
416477,772
416477,9946
416477,429200
416477,9716
233063,400547
233063,52449
233063,8841
233063,8363
233063,59861
257211,273153
257211,370663
257211,11631
257211,437557
257211,10735
7446,14
7446,258489
7446,856
7446,509
7446,74643
174188,449176
174188,325189
174188,2108
174188,9880
174188,4951
